Time,Temperature,Salinity,Oxygen,PH
2019-11-22 08:00:00,20.5196666666667,37.256,209.846666666667,8.027
2019-11-22 12:00:00,19.406,37.166,220.09,
2019-11-22 16:00:00,20.499,37.11,215.6,
2019-11-22 20:00:00,21.989,37.052,207.01,
2019-11-23 00:00:00,20.0265,37.1015,215.305,
2019-11-23 04:00:00,19.4606666666667,37.2226666666667,216.976666666667,8.05
2019-11-23 08:00:00,20.3946666666667,37.2663333333333,214.94,8.047
2019-11-23 12:00:00,21.4235,37.193,212.935,8.044
2019-11-23 16:00:00,20.319,37.132,218.72,
2019-11-23 20:00:00,21.862,37.072,205.14,
2019-11-24 00:00:00,19.777,37.116,215.91,
2019-11-24 04:00:00,19.4666666666667,37.213,217.22,8.057
2019-11-24 08:00:00,20.115,37.2056666666667,212.523333333333,8.039
2019-11-24 12:00:00,21.387,37.2305,205.06,8.018
2019-11-24 16:00:00,20.148,37.15,216.42,
2019-11-24 20:00:00,21.464,37.084,211.14,
2019-11-25 00:00:00,19.742,37.1275,216.765,
2019-11-25 04:00:00,19.3903333333333,37.211,214.83,8.048
2019-11-25 08:00:00,19.829,37.2063333333333,218.76,8.055
2019-11-25 12:00:00,21.3775,37.2555,206.535,8.022
2019-11-25 16:00:00,19.623,37.151,224.45,
2019-11-25 20:00:00,21.208,37.095,211.06,
2019-11-26 00:00:00,19.57,37.083,218.68,
2019-11-26 04:00:00,19.4296666666667,37.2,217.276666666667,
2019-11-26 08:00:00,19.6146666666667,37.2056666666667,213.65,8.028
2019-11-26 12:00:00,21.1455,37.211,204.11,8.027
2019-11-26 16:00:00,19.406,37.164,220.27,
2019-11-26 20:00:00,20.485,37.111,216.27,
2019-11-27 00:00:00,19.666,37.114,220.235,
2019-11-27 04:00:00,19.3233333333333,37.1226666666667,215.69,
2019-11-27 08:00:00,19.4893333333333,37.2126666666667,216.966666666667,8.047
2019-11-27 12:00:00,21.099,37.2465,211.23,8.048
2019-11-27 16:00:00,19.219,37.208,219.09,
2019-11-27 20:00:00,20.284,37.129,217.78,
2019-11-28 00:00:00,19.6105,37.068,216.385,
2019-11-28 04:00:00,18.992,37.122,221.13,
2019-11-28 08:00:00,19.4423333333333,37.2136666666667,217.43,8.055
2019-11-28 12:00:00,20.835,37.1615,209.05,8.039
2019-11-28 16:00:00,19.268,37.268,219.11,
2019-11-28 20:00:00,20.138,37.15,216.5,
2019-11-29 00:00:00,19.362,37.0775,221.7,
2019-11-29 04:00:00,18.898,37.1303333333333,221.15,
2019-11-29 08:00:00,19.3943333333333,37.2153333333333,215.906666666667,8.047
2019-11-29 12:00:00,20.4765,37.14,216.415,8.057
2019-11-29 16:00:00,19.34,37.318,218.5,
2019-11-29 20:00:00,19.591,37.149,225.14,
2019-11-30 00:00:00,21.118,37.095,211.82,
2019-11-30 04:00:00,18.8203333333333,37.112,220.593333333333,
2019-11-30 08:00:00,19.4136666666667,37.182,217.993333333333,
2019-11-30 12:00:00,20.33,37.154,208.425,8.027
2019-11-30 16:00:00,19.049,37.235,214.09,
2019-11-30 20:00:00,19.394,37.165,219.67,
2019-12-01 00:00:00,20.421,37.113,216.4,
2019-12-01 04:00:00,18.877,37.104,223.41,
2019-12-01 08:00:00,19.2456666666667,37.12,216.893333333333,
2019-12-01 12:00:00,20.1115,37.184,213.93,8.048
2019-12-01 16:00:00,19.091,37.334,218.76,
2019-12-01 20:00:00,21.4245,37.1975,214.075,8.044
2019-12-02 00:00:00,20.256,37.127,217.29,
2019-12-02 04:00:00,18.8006666666667,37.0693333333333,220.246666666667,
2019-12-02 08:00:00,18.986,37.1256666666667,219.943333333333,
2019-12-02 12:00:00,20.062,37.188,214.16,8.053
2019-12-02 16:00:00,18.81,37.288,218.62,
2019-12-02 20:00:00,21.4245,37.2285,208.71,8.03
2019-12-03 00:00:00,20.11,37.146,215.66,
2019-12-03 04:00:00,18.61,37.077,223.7,
2019-12-03 08:00:00,18.942,37.1353333333333,221.36,
2019-12-03 12:00:00,20.0465,37.1945,209.87,8.049
2019-12-03 16:00:00,18.319,37.314,225.84,
2019-12-03 20:00:00,21.3855,37.256,207.44,8.026
2019-12-04 00:00:00,19.561,37.155,225.86,
2019-12-04 04:00:00,21.031,37.097,211.83,
2019-12-04 08:00:00,18.8553333333333,37.1116666666667,223.326666666667,
2019-12-04 12:00:00,20.0755,37.1865,212.17,
2019-12-04 16:00:00,18.402,37.294,220.32,
2019-12-04 20:00:00,21.1705,37.215,205.98,8.031
2019-12-05 00:00:00,19.367,37.156,219.25,
2019-12-05 04:00:00,20.404,37.114,215.58,
2019-12-05 08:00:00,18.906,37.0963333333333,222.08,
2019-12-05 12:00:00,20.0365,37.1105,211.59,
2019-12-05 16:00:00,18.197,37.295,222.29,
2019-12-05 20:00:00,21.0575,37.2205,213.095,8.05
2019-12-06 00:00:00,21.383,37.2015,215.495,8.045
2019-12-06 04:00:00,20.246,36.907,217.82,
2019-12-06 08:00:00,18.8033333333333,37.0703333333333,222.696666666667,
2019-12-06 12:00:00,19.762,37.121,213.52,
2019-12-06 16:00:00,18.179,37.268,220.26,
2019-12-06 20:00:00,20.874,37.1855,210.445,8.042
2019-12-07 00:00:00,21.446,37.2295,210.22,8.035
2019-12-07 04:00:00,20.083,37.147,215.82,
2019-12-07 08:00:00,19.329,37.076,220.87,
2019-12-07 12:00:00,19.708,37.122,217.52,
2019-12-07 16:00:00,18.107,37.249,218.83,
2019-12-07 20:00:00,20.504,37.153,215.86,8.049
2019-12-08 00:00:00,21.4055,37.2535,208.1,8.029
2019-12-08 04:00:00,19.509,37.157,225.37,
2019-12-08 08:00:00,20.998,37.086,211.02,
2019-12-08 12:00:00,19.57,37.091,216.335,
2019-12-08 16:00:00,18.101,37.242,223.34,
2019-12-08 20:00:00,20.3485,37.1645,210.64,8.036
2019-12-09 00:00:00,21.1995,37.2225,206.565,8.032
2019-12-09 04:00:00,19.501,37.148,220.61,
2019-12-09 08:00:00,20.385,37.069,216.69,
2019-12-09 12:00:00,19.6375,37.113,214.755,
2019-12-09 16:00:00,17.941,37.094,220.22,
2019-12-09 20:00:00,20.1565,37.187,215.175,8.048
2019-12-10 00:00:00,21.031,37.2225,211.275,8.049
2019-12-10 04:00:00,21.4265,37.2005,217.45,8.05
2019-12-10 08:00:00,20.242,36.976,217.34,
2019-12-10 12:00:00,19.509,37.073,216.93,
2019-12-10 16:00:00,17.467,37.123,230.01,
2019-12-10 20:00:00,20.112,37.1925,214.5,8.055
2019-12-11 00:00:00,20.8625,37.1965,214.06,8.053
2019-12-11 04:00:00,21.434,37.23,210.92,8.036
2019-12-11 08:00:00,20.044,37.144,216.41,
2019-12-11 12:00:00,19.3215,37.077,220.82,
2019-12-11 16:00:00,17.278,37.141,226.1,
2019-12-11 20:00:00,20.1165,37.1795,215.655,8.056
2019-12-12 00:00:00,20.5035,37.1635,214.99,8.048
2019-12-12 04:00:00,21.412,37.2545,208.88,8.032
2019-12-12 08:00:00,19.506,37.158,225.73,
2019-12-12 12:00:00,20.926,37.093,213.73,
2019-12-12 16:00:00,17.31,37.159,224.98,
2019-12-12 20:00:00,20.1465,37.184,213.79,
2019-12-13 00:00:00,20.387,37.172,212.675,8.043
2019-12-13 04:00:00,21.1785,37.212,206.91,8.041
2019-12-13 08:00:00,21.7015,37.183,212.465,
2019-12-13 12:00:00,20.398,37.018,218.08,
2019-12-13 16:00:00,17.331,37.17,226.42,
2019-12-13 20:00:00,20.037,37.1085,213.205,
2019-12-14 00:00:00,20.173,37.1885,216.07,8.054
2019-12-14 04:00:00,20.9985,37.2205,210.885,8.044
2019-12-14 08:00:00,21.432,37.2045,218.495,8.05
2019-12-14 12:00:00,20.273,36.979,218.23,
2019-12-14 16:00:00,17.314,37.064,225.37,
2019-12-14 20:00:00,19.802,37.1215,217.48,
2019-12-15 00:00:00,20.1315,37.1915,215.32,8.055
2019-12-15 04:00:00,20.885,37.194,214.515,8.054
2019-12-15 08:00:00,21.4415,37.2295,212.04,8.04
2019-12-15 12:00:00,20.034,37.143,216.59,
2019-12-15 16:00:00,17.15,37.071,229.57,
2019-12-15 20:00:00,19.722,37.1145,219.76,
2019-12-16 00:00:00,20.1125,37.189,216.585,8.057
2019-12-16 04:00:00,20.4895,37.165,214.78,8.047
2019-12-16 08:00:00,21.4095,37.2555,208.8,8.031
2019-12-16 12:00:00,19.512,37.159,226.36,
2019-12-16 20:00:00,19.6,37.091,217.415,
2019-12-17 00:00:00,20.1465,37.1535,213.98,
2019-12-17 04:00:00,20.3775,37.1675,213.105,8.046
2019-12-17 08:00:00,21.2105,37.2205,210.905,8.048
2019-12-17 12:00:00,21.6935,37.19,215.045,
2019-12-17 20:00:00,19.644,37.111,218.12,
2019-12-18 00:00:00,20.0525,37.1055,215.33,
2019-12-18 04:00:00,20.1705,37.189,216.94,8.05
2019-12-18 08:00:00,20.9565,37.2205,211.235,8.047
2019-12-18 12:00:00,21.5285,37.199,218.965,8.049
2019-12-18 20:00:00,19.5485,37.0715,219.645,
2019-12-19 00:00:00,19.817,37.1235,220.895,
2019-12-19 04:00:00,20.168,37.19,215.965,8.057
2019-12-19 08:00:00,20.8885,37.1935,216.51,8.063
2019-12-19 12:00:00,21.4225,37.2305,211.975,8.041
2019-12-19 20:00:00,19.3125,37.078,222.285,
2019-12-20 00:00:00,19.723,37.107,220.17,
2019-12-20 04:00:00,20.1075,37.1735,216.505,8.063
2019-12-20 08:00:00,20.514,37.17,214.365,8.049
2019-12-20 12:00:00,21.409,37.247,209.86,8.038
2019-12-20 20:00:00,20.904,37.09,219.56,
2019-12-21 00:00:00,19.6525,37.094,219.15,
2019-12-21 04:00:00,20.163,37.173,213.495,
2019-12-21 08:00:00,20.419,37.176,214.36,8.048
2019-12-21 12:00:00,21.2,37.218,208.605,8.044
2019-12-21 16:00:00,23.859,37.197,210.97,8.016
2019-12-21 20:00:00,20.407,37.097,221.25,
2019-12-22 00:00:00,19.6495,37.106,220.495,
2019-12-22 04:00:00,20.0865,37.1205,217.3,
2019-12-22 08:00:00,20.19,37.1895,218.5,8.057
2019-12-22 12:00:00,20.9205,37.2175,211.805,8.047
2019-12-22 16:00:00,23.853,37.193,213.69,8.051
2019-12-22 20:00:00,20.391,37.052,220.33,
2019-12-23 00:00:00,19.5465,37.073,219.65,
2019-12-23 04:00:00,19.8425,37.124,221.595,
2019-12-23 08:00:00,20.1845,37.1925,216.7,8.056
2019-12-23 12:00:00,20.83,37.195,215.905,8.061
2019-12-23 16:00:00,23.627,37.188,205.49,8.045
2019-12-23 20:00:00,20.059,37.122,217.91,
2019-12-24 00:00:00,19.305,37.0795,221.405,
2019-12-24 04:00:00,19.709,37.102,220.855,
2019-12-24 08:00:00,20.1055,37.177,217.695,8.063
2019-12-24 12:00:00,20.5255,37.171,214.29,8.049
2019-12-24 16:00:00,23.464,37.182,204.79,8.036
2019-12-24 20:00:00,19.54,37.163,227.2,
2019-12-25 00:00:00,20.903,37.091,220.78,
2019-12-25 04:00:00,19.635,37.0895,219.88,
2019-12-25 08:00:00,20.1775,37.1685,215.59,
2019-12-25 12:00:00,20.4105,37.1735,214.7,8.048
2019-12-25 16:00:00,23.3,37.181,205.51,8.043
2019-12-25 20:00:00,21.705,37.184,216.715,8.024
2019-12-26 00:00:00,20.39,36.816,222.86,
2019-12-26 04:00:00,19.6645,37.1015,222.02,
2019-12-26 08:00:00,20.095,37.1215,215.17,
2019-12-26 12:00:00,20.198,37.191,221.325,8.065
2019-12-26 16:00:00,23.03,37.116,202.46,8.044
2019-12-26 20:00:00,21.5065,37.2035,219.78,8.052
2019-12-27 00:00:00,20.422,37.052,220.66,
2019-12-27 04:00:00,19.491,37.0755,220.075,
2019-12-27 08:00:00,19.899,37.125,221.795,
2019-12-27 12:00:00,20.2225,37.1935,217.735,8.055
2019-12-27 16:00:00,22.769,37.101,212.79,8.06
2019-12-27 20:00:00,21.4985,37.2335,215.795,8.045
2019-12-28 00:00:00,20.118,37.13,220.06,
2019-12-28 04:00:00,19.329,37.082,222.515,
2019-12-28 08:00:00,19.722,37.1,221.66,
2019-12-28 12:00:00,20.116,37.1755,219.05,8.066
2019-12-28 16:00:00,22.684,37.029,205.29,8.048
2019-12-28 20:00:00,21.4025,37.233,210.815,8.035
2019-12-29 00:00:00,19.598,37.164,227.35,
2019-12-29 04:00:00,20.908,37.093,221.05,
2019-12-29 08:00:00,19.705,37.096,219.065,
2019-12-29 12:00:00,20.192,37.172,215.69,
2019-12-29 16:00:00,22.453,37.054,210.15,8.052
2019-12-29 20:00:00,21.2405,37.2315,210.84,8.042
2019-12-30 00:00:00,21.637,37.1825,215.36,8.027
2019-12-30 04:00:00,20.411,37.102,223.57,
2019-12-30 08:00:00,19.669,37.096,222.09,
2019-12-30 12:00:00,20.1055,37.126,218.065,
2019-12-30 16:00:00,22.245,37.089,218.37,8.068
2019-12-30 20:00:00,20.974,37.212,212.485,8.044
2019-12-31 00:00:00,21.4455,37.2075,219.34,8.05
2019-12-31 04:00:00,20.437,37.042,222.32,
2019-12-31 08:00:00,19.466,37.0765,220.04,
2019-12-31 12:00:00,19.909,37.127,222.65,
2019-12-31 16:00:00,22.225,37.123,217.64,8.064
2019-12-31 20:00:00,20.809,37.193,215.08,8.056
2020-01-01 00:00:00,21.496,37.232,216.525,8.046
2020-01-01 04:00:00,20.088,37.137,222.01,
2020-01-01 08:00:00,19.3295,37.0825,222.81,
2020-01-01 12:00:00,19.7115,37.0945,221.67,
2020-01-01 16:00:00,22.269,37.119,219.14,8.071
2020-01-01 20:00:00,20.543,37.1675,214.4,8.046
2020-01-02 00:00:00,21.4,37.22,211.875,8.037
2020-01-02 04:00:00,19.652,37.163,228.77,
2020-01-02 08:00:00,20.885,37.09,220.85,
2020-01-02 12:00:00,19.703,37.096,220.31,
2020-01-02 16:00:00,22.251,37.12,206,
2020-01-02 20:00:00,20.381,37.1785,218.035,8.055
2020-01-03 00:00:00,21.25,37.235,211.245,8.041
2020-01-03 04:00:00,21.6525,37.1885,214.1,8.027
2020-01-03 08:00:00,20.409,37.034,223.99,
2020-01-03 12:00:00,19.6955,37.091,223.46,
2020-01-03 16:00:00,22.266,37.116,215.38,
2020-01-03 20:00:00,20.243,37.199,219.685,8.069
2020-01-04 00:00:00,20.97,37.2085,212.005,8.04
2020-01-04 04:00:00,21.467,37.204,219.03,8.048
2020-01-04 08:00:00,20.457,37.058,223.17,
2020-01-04 12:00:00,19.468,37.075,221.575,
2020-01-04 16:00:00,22.399,37.123,216.42,
2020-01-04 20:00:00,20.25,37.1925,220.61,8.066
2020-01-05 00:00:00,20.796,37.1915,215.035,8.066
2020-01-05 04:00:00,21.487,37.236,216.975,8.04
2020-01-05 08:00:00,20.163,37.144,224.71,
2020-01-05 12:00:00,19.3375,37.082,222.98,
2020-01-05 16:00:00,22.196,37.053,217.38,
2020-01-05 20:00:00,20.2165,37.1845,220.21,8.066
2020-01-06 00:00:00,20.539,37.167,214.455,8.039
2020-01-06 04:00:00,21.411,37.2205,213.46,8.044
2020-01-06 08:00:00,19.703,37.161,227.88,
2020-01-06 12:00:00,20.854,37.094,220.39,
2020-01-06 16:00:00,22.06,37.029,215.68,
2020-01-06 20:00:00,20.229,37.171,217.845,
2020-01-07 00:00:00,20.3655,37.179,218.4,8.059
2020-01-07 04:00:00,21.2625,37.243,211.38,8.04
2020-01-07 08:00:00,19.449,37.176,223.31,
2020-01-07 12:00:00,20.398,34.778,227.38,
2020-01-07 16:00:00,22.096,37.079,216.69,
2020-01-07 20:00:00,20.0475,37.116,220.315,
2020-01-08 00:00:00,20.2335,37.2,219.385,8.069
2020-01-08 04:00:00,20.95,37.2005,213.3,8.045
2020-01-08 08:00:00,19.149,37.226,227.96,
2020-01-08 12:00:00,20.444,37.062,223.31,
2020-01-08 16:00:00,21.689,37.085,215.74,
2020-01-08 20:00:00,19.937,37.127,224.77,
2020-01-09 00:00:00,20.243,37.195,219.115,8.065
2020-01-09 04:00:00,20.802,37.194,214.195,8.057
2020-01-09 08:00:00,19.416,37.296,226.43,
2020-01-09 12:00:00,20.159,37.148,224.39,
2020-01-09 16:00:00,21.538,37.09,217.48,
2020-01-09 20:00:00,19.764,37.107,223.965,
2020-01-10 00:00:00,20.244,37.1875,220.79,8.063
2020-01-10 04:00:00,20.532,37.166,215.44,8.044
2020-01-10 08:00:00,19.4,37.26,221.27,
2020-01-10 12:00:00,19.686,37.161,227.62,
2020-01-10 16:00:00,20.807,37.102,219.93,
2020-01-10 20:00:00,19.7165,37.098,220.8,
2020-01-11 00:00:00,20.2205,37.1685,217.655,
2020-01-11 04:00:00,20.3445,37.0785,218.075,8.056
2020-01-11 08:00:00,19.33,37.318,218.87,
2020-01-11 12:00:00,21.573,37.19,214.11,8.029
2020-01-11 16:00:00,20.352,37.066,223.93,
2020-01-11 20:00:00,19.74,37.078,223.32,
2020-01-12 00:00:00,20.035,37.117,220.675,
2020-01-12 04:00:00,20.2465,37.1995,220.795,8.067
2020-01-12 08:00:00,19.007,37.299,222.37,
2020-01-12 12:00:00,21.4515,37.206,218.1,8.048
2020-01-12 16:00:00,20.423,36.665,225.17,
2020-01-12 20:00:00,19.48,37.0765,222.76,
2020-01-13 00:00:00,19.9575,37.1275,225.715,
2020-01-13 04:00:00,20.238,37.1925,220.54,8.067
2020-01-13 08:00:00,18.861,37.288,218.96,
2020-01-13 12:00:00,21.5315,37.247,216.99,8.051
2020-01-13 16:00:00,20.124,37.149,223.82,
2020-01-13 20:00:00,21.521,37.091,216.15,
2020-01-14 00:00:00,19.7345,37.0925,225.565,
2020-01-14 04:00:00,20.244,37.1885,221.22,8.068
2020-01-14 08:00:00,18.559,37.312,226.87,
2020-01-14 12:00:00,21.425,37.222,212.56,8.035
2020-01-14 16:00:00,19.659,37.161,226.71,
2020-01-14 20:00:00,20.744,37.116,218.66,
2020-01-15 00:00:00,19.742,37.1005,222.08,
2020-01-15 04:00:00,20.1995,37.169,215.26,
2020-01-15 08:00:00,18.377,37.294,225.62,
2020-01-15 12:00:00,21.301,37.254,210.135,8.034
2020-01-15 16:00:00,21.541,37.1905,213.695,8.029
2020-01-15 20:00:00,20.305,37.056,223.3,
2020-01-16 00:00:00,19.7535,37.0755,223.9,
2020-01-16 04:00:00,20.0005,37.115,220.475,
2020-01-16 08:00:00,18.392,37.299,226.56,
2020-01-16 12:00:00,20.9985,37.2,213.185,8.041
2020-01-16 16:00:00,21.437,37.2055,216.895,8.047
2020-01-16 20:00:00,20.4,37.133,224.22,
2020-01-17 00:00:00,19.4755,37.0775,222.34,
2020-01-17 04:00:00,19.9315,37.1275,225.16,
2020-01-17 08:00:00,18.27,37.264,224.14,
